Data operacji;Data waluty;Typ transakcji;Kwota;Waluta;Lokalizacja
2018-10-15;2018-10-13;Płatność kartą;-151.03;PLN;Lokalizacja:     ORLEN 92
2018-10-16;2018-10-15;Płatność kartą;-4.5;PLN;Lokalizacja:  Elk  Sklep Firmowy Karmel 04
2018-10-18;2018-10-17;Płatność kartą;-8.88;PLN;Lokalizacja:  Wiklow  ORLEN
2018-10-18;2018-10-17;Płatność kartą;-44;PLN;Lokalizacja:  ZAKOPANE  TOP RESTAURACJE_MODE 08
2018-10-18;2018-10-16;Płatność kartą;-11.7;PLN;Lokalizacja:     Top Market
2018-10-18;2018-10-16;Płatność kartą;-300.49;PLN;Lokalizacja:     MARTES SPORT
2018-10-19;2018-10-18;Płatność kartą;-5.49;PLN;Lokalizacja:  Poczesna  ORLEN 01
2018-10-19;2018-10-17;Płatność kartą;-25.56;PLN;Lokalizacja:  ZAKOPANE  JMP S.A. BIEDRONKA 1663
2018-10-21;2018-10-19;Płatność kartą;-88.45;PLN;Lokalizacja:  Sierpc  ORLEN DOFO 01
2018-10-21;2018-10-19;Płatność kartą;-10.13;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-10-21;2018-10-19;Płatność kartą;-6.23;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-10-22;2018-10-21;Płatność kartą;-12;PLN;Lokalizacja:  Plonsk  McDonalds 348 Plonsk 01
2018-10-22;2018-10-20;Płatność kartą;-34.93;PLN;Lokalizacja:  ZBICZNO  DINO ZBICZNO 1
2018-10-24;2018-10-22;Płatność kartą;-8.6;PLN;Lokalizacja:     Top Market
2018-10-26;2018-10-24;Płatność kartą;-8.35;PLN;Lokalizacja:     Top Market
2018-10-26;2018-10-24;Płatność kartą;-10.5;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-10-27;2018-10-25;Płatność kartą;-8.73;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-10-27;2018-10-25;Płatność kartą;-4.5;PLN;Lokalizacja:     SAM PIATKA
2018-10-27;2018-10-25;Płatność kartą;-19;PLN;Lokalizacja:     FIVE O CLOCK ARKADIA
2018-10-27;2018-10-25;Płatność kartą;-7;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-10-28;2018-10-26;Płatność kartą;-8.47;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-10-30;2018-10-29;Płatność kartą;-12.98;PLN;Lokalizacja:     ORLEN 85
2018-10-31;2018-10-31;Opłata;-6.9;PLN;
2018-10-31;2018-10-29;Płatność kartą;-8.57;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-10-31;2018-10-29;Płatność kartą;-3.12;PLN;Lokalizacja:     Sklep firmowy w Warszaw
2018-10-31;2018-10-29;Płatność kartą;-600;PLN;Lokalizacja:     IMPLANT ART
2018-10-31;2018-10-29;Płatność kartą;-10.65;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-10-31;2018-10-29;Płatność kartą;-30.99;PLN;Lokalizacja:  OTWOCK  CIRCLE K OTWOCK. S
2018-10-31;2018-10-29;Płatność kartą;-3.45;PLN;Lokalizacja:     BELGRADZKA 46
2018-11-01;2018-10-31;Płatność kartą;-110.8;PLN;Lokalizacja:     Leroy Merlin   A
2018-11-01;2018-10-31;Płatność kartą;-2.25;PLN;Lokalizacja:     Piekarnia K. i A. Ci 17
2018-11-02;2018-10-31;Płatność kartą;-10.85;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-11-02;2018-10-31;Płatność kartą;-4.8;PLN;Lokalizacja:     SAM PIATKA
2018-11-02;2018-10-31;Płatność kartą;-188.9;PLN;Lokalizacja:     MEDIA MARKT
2018-11-02;2018-10-31;Płatność kartą;-20.03;PLN;Lokalizacja:     FIVE O CLOCK ARKADIA
2018-11-02;2018-10-31;Płatność kartą;-10.82;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-11-03;2018-11-02;Płatność kartą;-18.48;PLN;Lokalizacja:     ROSSMANN 18
2018-11-04;2018-11-03;Płatność kartą;-3.69;PLN;Lokalizacja:  PROSIENICA  ORLEN 01
2018-11-04;2018-11-03;Płatność kartą;-1.79;PLN;Lokalizacja:  Elk  INTERMARCHE
2018-11-04;2018-11-02;Płatność kartą;-7;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-11-04;2018-11-02;Płatność kartą;-33.6;PLN;Lokalizacja:     APTEKA
2018-11-04;2018-11-02;Płatność kartą;-6.48;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-11-04;2018-11-02;Płatność kartą;-8.65;PLN;Lokalizacja:     Top Market
2018-11-04;2018-11-02;Płatność kartą;-17.07;PLN;Lokalizacja:    (URS  JMP S.A. BIEDRONKA 5142
2018-11-05;2018-11-04;Płatność kartą;-64.88;PLN;Lokalizacja:  LOMZA  ORLEN DOFO 04
2018-11-06;2018-11-05;Płatność kartą;-70.98;PLN;Lokalizacja:     CASTORAMA   KRAK
2018-11-06;2018-11-04;Płatność kartą;-5.69;PLN;Lokalizacja:  ELK  ZABKA Z4189 K.1
2018-11-07;2018-11-06;Płatność kartą;-8;PLN;Lokalizacja:     McDonalds 33
2018-11-07;2018-11-06;Płatność kartą;-200;PLN;Lokalizacja:     MD CLINIC Przychodnia W
2018-11-07;2018-11-05;Płatność kartą;-8.9;PLN;Lokalizacja:     Top Market
2018-11-07;2018-11-05;Płatność kartą;-280;PLN;Lokalizacja:     MPSA - A 303
2018-11-07;2018-11-05;Płatność kartą;-800;PLN;Lokalizacja:     IMPLANT ART
2018-11-08;2018-11-08;Opłata;-0.7;PLN;
2018-11-08;2018-11-07;Płatność kartą;-50.91;PLN;Lokalizacja:     Leroy Merlin   A
2018-11-08;2018-11-06;Płatność kartą;-15.44;PLN;Lokalizacja:     ZABKA Z4647 K.1
2018-11-09;2018-11-08;Płatność kartą;-23.4;PLN;Lokalizacja:     Leroy Merlin   A
2018-11-10;2018-11-08;Płatność kartą;-8.91;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-11-10;2018-11-08;Płatność kartą;-10.1;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-11-10;2018-11-08;Płatność kartą;-2.6;PLN;Lokalizacja:     AGNIESZKA PRZADAK
2018-11-11;2018-11-09;Płatność kartą;-13.75;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-11-13;2018-11-12;Płatność kartą;-122.5;PLN;Lokalizacja:     ORLEN 01
2018-11-14;2018-11-13;Płatność kartą;-8;PLN;Lokalizacja:     McDonalds 33
2018-11-14;2018-11-13;Płatność kartą;-2.7;PLN;Lokalizacja:     Piekarnia K. i A. Ci 17
2018-11-15;2018-11-13;Płatność kartą;-3.48;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-11-15;2018-11-13;Płatność kartą;-8.07;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-11-16;2018-11-14;Płatność kartą;-5.95;PLN;Lokalizacja:     Top Market
2018-11-16;2018-11-14;Płatność kartą;-4.8;PLN;Lokalizacja:     SAM PIATKA
2018-11-17;2018-11-15;Płatność kartą;-15.12;PLN;Lokalizacja:     Top Market
2018-11-17;2018-11-15;Płatność kartą;-3.7;PLN;Lokalizacja:     Asec PKP Srodmiescie pero
2018-11-18;2018-11-16;Płatność kartą;-7.8;PLN;Lokalizacja:     Top Market
2018-11-18;2018-11-16;Płatność kartą;-7.93;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-11-19;2018-11-17;Płatność kartą;-4.99;PLN;Lokalizacja:     ORLEN 01
2018-11-19;2018-11-17;Płatność kartą;-218.92;PLN;Lokalizacja:     ORLEN 01
2018-11-20;2018-11-18;Płatność kartą;-15.1;PLN;Lokalizacja:     LOTOS SF382 K.1
2018-11-21;2018-11-19;Płatność kartą;-0.44;PLN;Lokalizacja:     JMP S.A. BIEDRONKA 6127
2018-11-21;2018-11-19;Płatność kartą;-14.9;PLN;Lokalizacja:     APTEKA
2018-11-22;2018-11-21;Płatność kartą;-6.14;PLN;Lokalizacja:     OSTROPOL SP Z O.O. S 02
2018-11-22;2018-11-20;Płatność kartą;-280;PLN;Lokalizacja:     IMPLANT ART
2018-11-22;2018-11-20;Płatność kartą;-2.95;PLN;Lokalizacja:     BELGRADZKA 46
2018-11-23;2018-11-21;Płatność kartą;-66.55;PLN;Lokalizacja:     Apteka z Usmiechem D01
2018-11-23;2018-11-21;Płatność kartą;-8;PLN;Lokalizacja:  Nowy Dwor Maz  Airpot  -Modlin
2018-11-24;2018-11-22;Płatność kartą;-121.86;PLN;Lokalizacja:     ORLEN 111
2018-11-24;2018-11-22;Płatność kartą;-47.88;PLN;Lokalizacja:     AUCHAN Ursynow
2018-11-24;2018-11-22;Płatność kartą;-10.5;PLN;Lokalizacja:     McDonalds CH Ursynow
2018-11-25;2018-11-23;Płatność kartą;-11.45;PLN;Lokalizacja:     ZABKA Z4647 K.1
2018-11-25;2018-11-23;Płatność kartą;-10.38;PLN;Lokalizacja:  WOLA KRZYSZTO  CIRCLE K KARGAL LA
2018-11-26;2018-11-25;Płatność kartą;-120.48;PLN;Lokalizacja:  JEMIELNICA  ORLEN 01
2018-11-26;2018-11-25;Płatność kartą;-90.14;PLN;Lokalizacja:     ORLEN 81
2018-11-26;2018-11-25;Płatność kartą;-3.39;PLN;Lokalizacja:  BROJCE  ORLEN 01
2018-11-26;2018-11-23;Płatność kartą;-15.08;PLN;Lokalizacja:     RELAY 34
2018-11-26;2018-11-23;Płatność kartą;-4.2;PLN;Lokalizacja:     Piekarnie Lubaszka s 08
2018-11-28;2018-11-26;Płatność kartą;-7.6;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-11-28;2018-11-26;Płatność kartą;-14.92;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-11-28;2018-11-26;Płatność kartą;-20.99;PLN;Lokalizacja:     MEDIA MARKT
2018-11-29;2018-11-27;Płatność kartą;-149;PLN;Lokalizacja:     ELKAM MICHAL KAMINSKI
2018-11-30;2018-11-30;Opłata;-6.9;PLN;
2018-11-30;2018-11-29;Płatność kartą;-363.98;PLN;Lokalizacja:     IKEA Retail Sp. z o.o.-
2018-11-30;2018-11-30;Opłata;-0.7;PLN;
2018-11-30;2018-11-28;Płatność kartą;-6.5;PLN;Lokalizacja:     Top Market
2018-11-30;2018-11-28;Płatność kartą;-180;PLN;Lokalizacja:     IMPLANT ART
2018-12-01;2018-11-28;Płatność kartą;-2.5;PLN;Lokalizacja:     AUTOMATY H NAD B
2018-12-02;2018-11-30;Płatność kartą;-3.1;PLN;Lokalizacja:     Top Market
2018-12-02;2018-11-30;Płatność kartą;-6.05;PLN;Lokalizacja:  SULEJOW  JMP S.A. BIEDRONKA 4424
2018-12-05;2018-12-03;Płatność kartą;-6.9;PLN;Lokalizacja:     Top Market
2018-12-06;2018-12-04;Płatność kartą;-11.1;PLN;Lokalizacja:     Top Market
2018-12-06;2018-12-04;Płatność kartą;-400;PLN;Lokalizacja:     IMPLANT ART
2018-12-07;2018-12-06;Płatność kartą;-11;PLN;Lokalizacja:     McDonalds 07
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-3.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-3.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-3.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-7.05;PLN;Lokalizacja:     ZABKA Z4647 K.1
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-4.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-1.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-07;2018-12-05;Płatność kartą;-4.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-09;2018-12-07;Płatność kartą;-5.28;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-12-09;2018-12-07;Płatność kartą;-5.4;PLN;Lokalizacja:     Top Market
2018-12-09;2018-12-07;Płatność kartą;-15.95;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-12-09;2018-12-07;Płatność kartą;-6.6;PLN;Lokalizacja:     BELGRADZKA 46
2018-12-10;2018-12-08;Płatność kartą;-117.66;PLN;Lokalizacja:     ORLEN 111
2018-12-10;2018-12-08;Płatność kartą;-0.49;PLN;Lokalizacja:     ROSSMANN 59
2018-12-10;2018-12-08;Płatność kartą;-14.77;PLN;Lokalizacja:     ZABKA Z4647 K.2
2018-12-11;2018-12-09;Płatność kartą;-8.73;PLN;Lokalizacja:     ZABKA Z4647 K.1
2018-12-11;2018-12-09;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-11;2018-12-09;Płatność kartą;-2.99;PLN;Lokalizacja: Kraj: WIELKA BRYTANIA Miasto: g.co/helppay#  GOOGLE *Google Music
2018-12-12;2018-12-11;Płatność kartą;-10;PLN;Lokalizacja:     RESTAURACJA MCDONALD'S
2018-12-12;2018-12-10;Płatność kartą;-12.19;PLN;Lokalizacja:     SPOLEM WSS ZOLIBORZ
2018-12-13;2018-12-13;Opłata;-0.7;PLN;
2018-12-13;2018-12-12;Płatność kartą;-10;PLN;Lokalizacja:  Nadarzyn  Pajda Catering
2018-12-15;2018-12-13;Płatność kartą;-7.48;PLN;Lokalizacja:     PRIM
2018-12-16;2018-12-14;Płatność kartą;-18.98;PLN;Lokalizacja:     SPOLEM WSS ZOLIBORZ
2018-12-16;2018-12-14;Płatność kartą;-20;PLN;Lokalizacja:     PARKING P1-33
2018-12-17;2018-12-16;Płatność kartą;-118.68;PLN;Lokalizacja:  KARCZEW  ORLEN DOFO 01
2018-12-18;2018-12-18;Opłata;-0.7;PLN;
2018-12-19;2018-12-18;Płatność kartą;-22;PLN;Lokalizacja:     McDonalds 12
2018-12-19;2018-12-17;Płatność kartą;-7;PLN;Lokalizacja:     Top Market
2018-12-20;2018-12-18;Płatność kartą;-18.49;PLN;Lokalizacja:     Delikatesy Stolicy
2018-12-21;2018-12-20;Płatność kartą;-13;PLN;Lokalizacja:  Nadarzyn  Pajda Catering
2018-12-21;2018-12-19;Płatność kartą;-0.15;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-12-21;2018-12-19;Płatność kartą;-250;PLN;Lokalizacja:     IMPLANT ART
2018-12-21;2018-12-19;Płatność kartą;-7.6;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-12-22;2018-12-21;Płatność kartą;-138.5;PLN;Lokalizacja:     Leroy Merlin   A
2018-12-22;2018-12-20;Płatność kartą;-11.11;PLN;Lokalizacja:     Top Market
2018-12-22;2018-12-20;Płatność kartą;-30;PLN;Lokalizacja:     PUH AUTO HI FI M NOWAK
2018-12-23;2018-12-22;Płatność kartą;-126.26;PLN;Lokalizacja:  ROSZCZEP  ORLEN DOFO 01
2018-12-23;2018-12-21;Płatność kartą;-5.17;PLN;Lokalizacja:     ZABKA Z4548 K.1
2018-12-23;2018-12-21;Płatność kartą;-7.9;PLN;Lokalizacja:     Top Market
2018-12-23;2018-12-21;Płatność kartą;-0.94;PLN;Lokalizacja:     CUKIERNIA U JABLONOWSKICH
2018-12-25;2018-12-24;Płatność kartą;-11.38;PLN;Lokalizacja:  Elk  ROSSMANN 01
2018-12-27;2018-12-26;Płatność kartą;-5.49;PLN;Lokalizacja:  GRAJEWO  ORLEN 01
2018-12-27;2018-12-26;Płatność kartą;-182.94;PLN;Lokalizacja:  ELK  ORLEN 04
2018-12-30;2018-12-29;Płatność kartą;-94.96;PLN;Lokalizacja:     ORLEN 111
2018-12-30;2018-12-29;Płatność kartą;-24.98;PLN;Lokalizacja:     Leroy Merlin   T
2018-12-30;2018-12-28;Płatność kartą;-1692.3;PLN;Lokalizacja:     SKLEP LEG-SAINT ART.SANIT
2018-12-30;2018-12-28;Płatność kartą;-38.8;PLN;Lokalizacja:     KEBAB KING
2018-12-31;2018-12-31;Opłata;-6.9;PLN;
2018-12-31;2018-12-30;Płatność kartą;-13.4;PLN;Lokalizacja:     1-MINUTE 30
